db,phase,metric_mode,query_name,duration_sec,total_requests,success_requests,error_requests,ops_per_sec,p50_ms,p95_ms,p99_ms,avg_metric_ms,avg_client_ms,avg_server_ms,avg_redis_exec_ms,avg_rows_returned,total_rows_returned,avg_cpu_percent,max_cpu_percent,avg_mem_percent,max_mem_percent,mem_limit_bytes,net_in_delta_bytes,net_out_delta_bytes,block_in_delta_bytes,block_out_delta_bytes
redis,warmup,redis.exec,q10_top_sellers_qty,19.478685699985363,1,1,0,0.05133816600371305,18229.599102865905,18229.599102865905,18229.599102865905,18229.599102865905,18384.12880001124,18382.9839999089,18229.599102865905,20.0,20,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q11_top_categories,19.478685699985363,1,1,0,0.05133816600371305,13391.466901055537,13391.466901055537,13391.466901055537,13391.466901055537,13442.569800070487,13442.187200067565,13391.466901055537,10.0,10,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q1_user_by_id,19.478685699985363,1,1,0,0.05133816600371305,4.428999964147806,4.428999964147806,4.428999964147806,4.428999964147806,4.442100063897669,4.43900004029274,4.428999964147806,1.0,1,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q2_all_users,19.478685699985363,1,1,0,0.05133816600371305,7627.345399581827,7627.345399581827,7627.345399581827,7627.345399581827,7649.042500066571,7648.582500056364,7627.345399581827,10000.0,10000,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q3_user_by_login,19.478685699985363,1,1,0,0.05133816600371305,7.0847999304533005,7.0847999304533005,7.0847999304533005,7.0847999304533005,7.102400064468384,7.098300033248961,7.0847999304533005,1.0,1,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q4_sellers_rating,19.478685699985363,1,1,0,0.05133816600371305,149.75650003179908,149.75650003179908,149.75650003179908,149.75650003179908,151.1943000368774,151.13360004033893,149.75650003179908,100.0,100,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q5_orders_offset,19.478685699985363,1,1,0,0.05133816600371305,355.12520011980087,355.12520011980087,355.12520011980087,355.12520011980087,360.10389996226877,359.7157000331208,355.12520011980087,50.0,50,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q6_products_by_seller,19.478685699985363,1,1,0,0.05133816600371305,5.44800003990531,5.44800003990531,5.44800003990531,5.44800003990531,5.4799000499770045,5.45980001334101,5.44800003990531,1.0,1,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q7_products_join_sellers,19.478685699985363,1,1,0,0.05133816600371305,4.628100083209574,4.628100083209574,4.628100083209574,4.628100083209574,4.657200071960688,4.654900054447353,4.628100083209574,1.0,1,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q8_order_items_join_products,19.478685699985363,1,1,0,0.05133816600371305,4.173099994659424,4.173099994659424,4.173099994659424,4.173099994659424,4.202900105156004,4.200800089165568,4.173099994659424,1.0,1,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,warmup,redis.exec,q9_orders_items_products_by_user,19.478685699985363,1,1,0,0.05133816600371305,14.19359992723912,14.19359992723912,14.19359992723912,14.19359992723912,14.245099970139563,14.242299948818982,14.19359992723912,4.0,4,11.71375,15.39,1.815,1.82,2147483648.0,6020000.0,9600000.0,0.0,0.0
redis,benchmark,redis.exec,q10_top_sellers_qty,61.1132766000228,5,5,0,0.08181528267129658,21098.95001258701,21481.06316018384,21495.59783070814,20497.402284131385,20654.18650000356,20653.261100011878,20497.402284131385,20.0,100,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q11_top_categories,61.1132766000228,5,5,0,0.08181528267129658,13997.44518904481,14553.677909378894,14628.759250757284,13904.228596272878,13955.737160006538,13955.291679990478,13904.228596272878,10.0,50,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q1_user_by_id,61.1132766000228,5,5,0,0.08181528267129658,0.9683000389486551,4.975780053064226,5.758436052128673,1.8617000197991729,1.870120014064014,1.8683400005102158,1.8617000197991729,1.0,5,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q2_all_users,61.1132766000228,5,5,0,0.08181528267129658,7313.683999353088,7573.696542228572,7602.538030347787,7385.742719518021,7407.957780035213,7407.527320017107,7385.742719518021,10000.0,50000,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q3_user_by_login,61.1132766000228,5,5,0,0.08181528267129658,2.092099981382489,7.9977799905464035,9.108035988174379,3.4837600076571107,3.4966199891641736,3.4943399718031287,3.4837600076571107,1.0,5,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q4_sellers_rating,61.1132766000228,5,5,0,0.08181528267129658,76.80550031363964,125.74039953760801,134.7497594449669,87.53826001193374,88.9126599766314,88.84043998550624,87.53826001193374,100.0,500,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q5_orders_offset,61.1132766000228,5,5,0,0.08181528267129658,272.3297002958134,327.37397979944944,337.1099957637489,281.33723991923034,286.46457998547703,285.96118001732975,281.33723991923034,50.0,250,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q6_products_by_seller,61.1132766000228,5,5,0,0.08181528267129658,3.6776000633835793,6.6126600140705705,6.841732026077807,3.9092000108212233,3.9243799867108464,3.9222200168296695,3.9092000108212233,1.0,5,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q7_products_join_sellers,61.1132766000228,5,5,0,0.08181528267129658,2.924199914559722,5.189980030991137,5.417116009630263,3.3174800453707576,3.333800029940903,3.331120009534061,3.3174800453707576,1.0,5,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q8_order_items_join_products,61.1132766000228,5,5,0,0.08181528267129658,5.143699934706092,8.283959864638746,8.597271828912199,6.062439945526421,6.085400027222931,6.083020009100437,6.062439945526421,3.0,15,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
redis,benchmark,redis.exec,q9_orders_items_products_by_user,61.1132766000228,5,5,0,0.08181528267129658,5.6900999043136835,14.475259976461528,16.000891951844096,6.802619970403612,6.8289600079879165,6.826499989256263,6.802619970403612,2.0,10,19.862083333333334,32.27,1.8204166666666668,1.87,2147483648.0,31970000.0,56900000.0,0.0,16995900.0
